,Hourly energy generation in TWh ->,,,,,,,,,,,,,,,,Consumption ->,,,Storage input ->,,,,State of charge ->,,,,Cost ->,,
hour,offshore_f,offshore_g,onshore,pv_g,pv_c,river,lake,biogas1,biogas2,ocgt,ccgt,nuc,h2_ccgt,phs,battery1,battery4,electrolysis,hydrogen,electricity_demand,ElecStr1,ElecStr4,Pump,hydrogen,ElecStr1,ElecStr4,Pump,hydrogen,elec_balance_dual_values,marginal_cost_of_ocgt,marginal_cost_of_ccgt
,floating offshore wind,ground-based offshore wind,onshore wind,pv grounded,pv commercial,run-of-river hydro,lake and reservoirs,biogas for ocgt,biogas for ccgt,open cycle gas-turbine,combined cycle gas turbine,nuclear,combined cycle gas turbine using hydrogen,pumped hydroelectric energy storage,1 hour battery,4 hours battery,electrolysis,hydrogen removed from storage,electricity_demand,battery1,battery4,phs,hydrogen,battery1,battery4,phs,hydrogen,,,
,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-se,GWh-th,GWh-th,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-th,GW,GW-e,GW-e,GW-e,GW-th,GWh-e,GWh-e,GWh-e,GWh-th,Euros/MWe,Euros/MWe,Euros/MWe
2752,1.36,9.01,20.69,19.41,0.0,3.3,0.0,0.0,0.0,0.0,0.0,4.96,11.4,0.5,0.0,0.0,0.0,24.57,70.62,0.0,0.0,0.0,0.0,32.96,0.0,49.55,6911.03,40.55,40.55,40.55
2753,1.2,8.41,20.14,7.27,0.0,3.29,4.58,0.0,0.0,0.0,0.0,4.96,11.4,0.0,0.0,6.27,0.0,24.57,67.52,0.0,0.0,0.0,0.0,32.41,-0.0,49.55,6886.46,40.55,40.55,40.55
2754,1.13,7.67,21.61,0.71,0.0,3.41,0.0,0.0,0.0,0.0,0.0,4.96,11.4,4.92,-0.0,12.39,0.0,24.57,68.18,0.0,0.0,0.0,0.0,32.41,-0.0,42.95,6861.89,40.55,40.55,40.55
2755,1.16,7.79,24.22,0.0,0.0,3.73,4.53,0.0,0.0,0.0,0.0,4.96,11.4,1.9,0.0,12.39,0.0,24.57,72.09,0.0,0.0,0.0,0.0,26.94,0.0,29.91,6837.33,40.55,40.55,40.55
2756,1.14,7.93,25.15,0.0,0.0,4.02,5.97,0.0,0.0,0.0,0.0,4.96,11.22,0.0,0.0,11.52,0.0,24.25,71.91,0.0,0.0,0.0,0.0,24.83,0.0,16.87,6812.76,40.55,40.55,40.55
2757,1.08,7.89,24.94,0.0,0.0,4.21,4.54,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,4.51,0.0,24.57,70.72,0.0,0.0,0.0,0.0,24.83,0.0,4.74,6788.51,40.55,40.55,40.55
2758,1.09,7.77,24.42,0.0,0.0,4.06,5.56,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,0.0,0.0,24.57,66.47,0.0,0.0,0.0,0.0,16.83,0.0,0.0,6763.95,40.55,40.55,40.55
2759,1.14,7.99,23.61,0.0,0.0,4.14,11.45,0.0,0.0,0.0,0.0,4.96,11.4,0.0,0.0,0.0,0.0,24.57,64.69,0.0,0.0,0.0,0.0,8.83,0.0,0.0,6739.38,40.55,40.55,40.55
2760,1.16,8.25,23.04,0.0,0.0,3.85,8.75,0.0,0.0,0.0,0.0,4.96,11.4,0.0,0.0,0.0,0.0,24.57,61.4,0.0,0.0,0.0,0.0,8.83,0.0,0.0,6714.82,40.55,40.55,40.55
2761,1.13,8.15,22.0,0.0,0.0,3.58,6.12,0.0,0.0,0.0,0.0,4.96,11.4,0.0,0.0,0.0,0.0,24.57,57.33,0.0,0.0,0.0,0.0,8.83,0.0,0.0,6690.25,40.55,40.55,40.55
2762,1.08,7.67,20.7,0.0,0.0,3.38,8.05,0.0,0.0,0.0,0.0,4.96,0.0,6.14,0.0,0.0,0.0,4.57,51.98,0.0,0.0,0.0,0.0,8.83,0.0,0.0,6665.68,40.55,40.55,40.55
2763,1.1,7.03,19.59,0.0,0.0,3.2,12.86,0.0,0.0,0.0,0.0,4.96,1.18,0.0,0.0,0.0,0.0,6.64,49.93,0.0,0.0,0.0,0.0,2.01,0.0,0.0,6661.12,40.55,40.55,40.55
2764,1.19,6.6,18.04,0.0,0.0,3.21,12.86,0.0,0.0,0.0,0.0,4.96,2.32,0.0,0.0,0.0,0.0,8.63,49.17,0.0,0.0,0.0,0.0,2.01,0.0,0.0,6654.48,40.55,40.55,40.55
2765,1.3,6.35,16.72,1.84,0.0,3.21,3.87,0.0,0.0,0.0,0.0,4.96,11.4,0.0,0.0,0.0,0.0,24.57,49.65,0.0,0.0,0.0,0.0,2.01,0.0,0.0,6645.85,40.55,40.55,40.55
2766,1.34,5.71,14.04,10.95,0.0,3.25,0.0,0.0,0.0,0.0,0.0,4.96,11.4,1.81,0.0,0.0,0.0,24.57,53.46,0.0,0.0,0.0,0.0,2.01,0.0,0.0,6621.28,40.55,40.55,40.55
2767,1.4,4.98,13.5,24.44,0.0,3.23,0.0,0.0,0.0,0.0,0.0,4.96,5.49,0.0,0.0,0.0,0.0,14.19,58.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,6596.72,40.55,40.55,40.55
2768,1.56,4.7,14.81,37.39,0.0,3.24,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.0,4.57,61.57,5.09,0.0,0.0,0.0,0.0,0.0,0.0,6582.52,32.84,32.84,32.84
2769,1.67,4.44,15.91,47.7,0.0,3.54,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.0,4.57,63.72,6.55,0.0,7.94,0.0,4.58,0.0,0.0,6577.96,15.53,15.53,15.53
2770,1.65,4.25,17.21,54.86,0.0,3.72,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,2.38,2.19,64.54,6.55,0.0,12.39,0.0,10.48,0.0,7.14,6573.39,15.53,15.53,15.53
2771,1.77,4.39,19.37,56.63,0.0,3.76,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,-0.0,0.0,5.11,0.0,65.12,6.55,0.0,12.39,0.55,16.37,0.0,18.29,6571.2,15.53,15.53,15.53
2772,1.95,4.81,22.0,54.15,0.0,3.75,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,4.57,0.0,66.62,6.55,0.0,12.37,-0.0,22.26,0.0,29.44,6571.75,15.53,15.53,15.53
2773,2.14,5.35,24.55,46.49,0.0,3.6,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.93,3.64,70.15,6.55,0.0,9.16,0.0,28.16,0.0,40.58,6571.75,15.53,15.53,15.53
2774,2.35,5.71,26.44,37.19,0.0,3.58,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,-0.0,0.0,0.0,4.57,72.86,6.55,0.0,0.81,0.0,34.05,-0.0,48.82,6568.11,15.53,15.53,15.53
2775,2.58,6.21,27.5,27.76,0.0,3.48,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.31,0.0,4.57,72.79,0.0,0.0,0.0,0.0,39.94,0.0,49.55,6563.55,40.55,40.55,40.55
2776,2.68,6.55,26.82,17.77,0.0,3.29,0.0,0.0,0.0,0.0,0.0,4.96,8.26,0.0,0.0,0.0,0.0,19.06,70.33,0.0,0.0,0.0,0.0,39.94,0.0,49.23,6558.98,40.55,40.55,40.55
2777,2.58,6.21,24.36,7.25,0.0,3.29,0.0,0.0,0.0,0.0,0.0,4.96,11.4,0.0,0.0,7.23,0.0,24.57,67.28,0.0,0.0,0.0,0.0,39.94,0.0,49.23,6539.92,40.55,40.55,40.55
2778,2.51,5.76,24.84,0.79,0.0,3.48,4.57,0.0,0.0,0.0,0.0,4.96,3.79,7.2,0.0,10.36,0.0,11.21,68.26,0.0,0.0,0.0,0.0,39.94,0.0,41.61,6515.35,40.55,40.55,40.55
2779,2.59,5.89,27.28,0.0,0.0,3.82,4.53,0.0,0.0,0.0,0.0,4.96,11.4,3.45,0.0,8.37,0.0,24.57,72.28,0.0,0.0,0.0,0.0,31.94,0.0,30.71,6504.14,40.55,40.55,40.55
2780,2.61,5.83,27.76,0.0,0.0,3.96,0.0,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,8.27,0.0,24.57,72.0,0.0,0.0,0.0,0.0,28.11,0.0,21.89,6479.58,40.55,40.55,40.55
2781,2.53,5.41,27.32,0.0,0.0,3.99,4.54,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,3.45,0.0,24.57,70.81,0.0,0.0,0.0,0.0,20.11,0.0,13.18,6455.01,40.55,40.55,40.55
2782,2.44,4.93,26.45,0.0,0.0,3.93,12.41,0.0,0.0,0.0,0.0,4.96,11.4,0.0,0.0,0.0,0.0,24.57,66.53,0.0,0.0,0.0,0.0,12.11,0.0,9.55,6430.45,40.55,40.55,40.55
2783,2.36,4.4,25.53,0.0,0.0,4.06,11.54,0.0,0.0,0.0,0.0,4.96,11.4,0.0,0.0,0.0,0.0,24.57,64.24,0.0,0.0,0.0,0.0,12.11,0.0,9.55,6405.88,40.55,40.55,40.55
2784,2.3,4.05,24.35,0.0,0.0,3.82,2.59,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,0.0,0.0,24.57,60.67,0.0,0.0,0.0,0.0,12.11,0.0,9.55,6381.32,40.55,40.55,40.55
2785,2.27,3.95,23.54,0.0,0.0,3.63,7.19,0.0,0.0,0.0,0.0,4.96,11.4,0.0,0.0,0.0,0.0,24.57,56.95,0.0,0.0,0.0,0.0,4.11,0.0,9.55,6356.75,40.55,40.55,40.55
2786,2.34,4.15,23.1,0.0,0.0,3.46,2.88,0.0,0.0,0.0,0.0,4.96,10.5,0.0,0.0,0.0,0.0,22.99,51.39,0.0,0.0,0.0,0.0,4.11,0.0,9.55,6332.18,40.55,40.55,40.55
2787,2.46,4.48,23.1,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,4.96,11.13,0.0,0.0,0.0,0.0,24.09,49.57,0.0,0.0,0.0,0.0,4.11,0.0,9.55,6309.2,40.55,40.55,40.55
2788,2.57,4.85,23.74,0.0,0.0,3.54,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,9.07,0.0,4.57,48.75,0.0,0.0,0.0,0.0,4.11,0.0,9.55,6285.11,40.55,40.55,40.55
2789,2.7,5.12,23.52,1.75,0.0,3.55,0.0,0.0,0.0,0.0,0.0,4.96,7.64,0.0,0.0,0.0,0.0,17.98,49.24,0.0,0.0,0.0,0.0,4.11,0.0,0.0,6280.54,40.55,40.55,40.55
2790,2.71,4.81,23.52,9.72,0.0,3.54,0.0,0.0,0.0,0.0,0.0,4.96,0.0,3.7,0.0,0.0,0.0,4.57,52.96,0.0,0.0,0.0,0.0,4.11,0.0,0.0,6262.56,40.55,40.55,40.55
2791,2.71,4.91,28.5,22.16,0.0,3.89,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,7.16,0.0,57.57,0.0,0.0,0.0,2.6,0.0,0.0,-0.0,6258.0,15.53,15.53,15.53
2792,2.71,5.53,33.77,35.76,0.0,4.17,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,19.39,0.0,61.06,0.0,0.0,0.0,14.82,0.0,0.0,0.0,6260.59,15.53,15.53,15.53
2793,2.66,5.89,35.1,46.26,0.0,4.55,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,63.36,0.17,0.0,0.0,22.34,0.0,-0.0,0.0,6275.42,15.53,15.53,15.53
2794,2.57,5.94,35.62,52.47,0.0,4.54,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,64.25,5.99,-0.0,0.0,22.34,0.15,-0.0,0.0,6297.75,15.53,15.53,15.53
2795,2.51,6.09,36.8,56.97,0.0,4.81,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,64.91,6.55,0.0,4.82,22.34,5.55,-0.0,0.0,6320.09,13.28,13.28,13.28
2796,2.52,6.48,38.77,57.58,0.0,4.86,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,-0.0,0.0,26.9,0.0,65.85,6.55,0.0,6.91,22.34,11.44,-0.0,4.33,6342.43,13.28,13.28,13.28
2797,2.61,7.09,41.53,52.65,0.0,4.89,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,69.29,6.55,0.0,2.01,22.34,17.33,0.0,10.55,6364.77,13.28,13.28,13.28
2798,2.83,7.76,44.97,43.15,0.0,4.7,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,72.12,0.38,0.0,0.0,22.34,23.23,0.0,12.36,6387.1,15.53,15.53,15.53
2799,3.15,8.43,48.82,31.78,0.0,4.56,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,22.59,0.0,71.6,0.0,0.0,0.0,18.02,23.57,0.0,12.36,6409.44,15.53,15.53,15.53
2800,3.55,8.94,50.81,19.85,0.0,4.49,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,17.88,0.0,68.76,0.0,0.0,0.0,13.32,23.57,0.0,12.36,6427.46,15.53,15.53,15.53
2801,3.86,8.95,47.57,7.87,0.0,4.54,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,11.74,17.59,0.0,66.04,0.0,0.0,0.0,13.02,23.57,0.0,12.36,6440.78,15.53,15.53,15.53
2802,4.03,9.23,48.75,0.92,0.0,4.68,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,4.44,0.13,66.66,0.0,0.0,0.0,0.0,23.57,0.0,0.0,6453.8,15.53,15.53,15.53
2803,4.16,9.95,53.39,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,-0.0,0.0,5.16,0.0,70.68,0.0,0.0,0.0,0.59,23.57,0.0,0.0,6453.67,15.53,15.53,15.53
2804,4.21,9.96,52.85,0.0,0.0,5.17,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,4.67,0.0,70.92,0.0,0.0,0.0,0.11,23.57,0.0,0.0,6454.26,15.53,15.53,15.53
2805,4.15,9.41,49.85,0.0,0.0,5.01,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,2.76,1.81,69.71,0.0,0.0,0.0,0.0,23.57,0.0,0.0,6454.37,15.53,15.53,15.53
2806,3.98,8.52,46.87,0.0,0.0,5.03,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,2.83,1.73,65.58,0.0,0.0,0.0,0.0,23.57,0.0,0.0,6452.56,15.53,15.53,15.53
2807,3.79,7.7,43.94,0.0,0.0,5.12,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,1.99,2.58,62.85,0.0,-0.0,0.0,0.0,23.57,0.0,0.0,6450.83,15.53,15.53,15.53
2808,3.62,7.2,41.32,0.0,0.0,5.05,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,2.9,1.67,58.29,0.0,0.0,0.0,0.0,23.57,0.0,0.0,6448.25,15.53,15.53,15.53
2809,3.45,6.8,38.56,0.0,0.0,4.73,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,-0.0,0.0,3.67,0.9,53.6,0.0,0.0,0.0,0.0,23.57,0.0,0.0,6446.58,15.53,15.53,15.53
2810,3.28,6.41,36.61,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,6.1,0.0,47.79,0.0,0.0,0.0,1.54,23.57,0.0,0.0,6445.69,15.53,15.53,15.53
2811,3.21,6.3,34.68,0.0,0.0,4.65,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,6.18,0.0,45.57,0.0,0.0,0.0,1.61,23.57,0.0,0.0,6447.23,15.53,15.53,15.53
2812,3.19,6.39,33.52,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,6.13,0.0,44.53,0.0,0.0,0.0,1.56,23.57,0.0,0.0,6448.83,15.53,15.53,15.53
2813,3.09,6.28,32.38,2.1,0.0,4.7,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,6.51,0.0,44.83,0.0,0.0,0.0,1.95,23.57,0.0,0.0,6450.39,15.53,15.53,15.53
2814,2.9,5.96,32.28,12.32,0.0,4.83,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,13.5,0.0,45.24,0.0,0.0,0.0,8.94,23.57,0.0,0.0,6452.34,15.53,15.53,15.53
2815,2.77,6.34,37.57,28.84,0.0,5.14,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.37,0.0,47.25,3.21,0.0,0.0,21.8,23.57,0.0,0.0,6461.28,15.53,15.53,15.53
2816,2.81,7.26,44.28,44.72,0.0,5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,51.14,6.55,0.0,0.0,22.34,26.46,0.0,0.0,6483.08,-0.0,-0.0,-0.0
2817,2.87,8.14,49.18,56.48,0.0,5.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,54.12,6.55,0.0,0.0,22.34,32.35,0.0,0.0,6505.42,-0.0,-0.0,-0.0
2818,2.91,8.85,51.61,62.17,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,56.43,6.55,0.0,0.0,22.34,38.25,0.0,0.0,6527.76,-0.0,-0.0,-0.0
2819,3.01,9.7,53.4,63.62,0.0,5.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,59.49,6.55,0.0,5.73,22.34,44.14,0.0,0.0,6550.1,-0.0,-0.0,-0.0
2820,3.15,10.55,55.67,62.01,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,64.14,6.55,0.0,12.39,22.34,50.03,0.0,5.16,6572.43,-0.0,-0.0,-0.0
2821,3.28,11.09,58.36,56.93,0.0,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,66.94,6.55,0.0,12.39,22.34,55.93,0.0,16.31,6594.77,-0.0,-0.0,-0.0
2822,3.36,11.41,61.36,48.04,0.0,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,69.52,6.55,0.0,12.39,22.34,61.82,0.0,27.45,6617.11,-0.0,-0.0,-0.0
2823,3.48,11.73,65.33,36.35,0.0,5.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,69.26,6.55,0.0,10.28,22.34,67.71,0.0,38.6,6639.45,-0.0,-0.0,-0.0
2824,3.68,12.16,68.61,21.91,0.0,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,67.22,6.55,0.0,1.89,22.34,73.61,0.0,47.85,6661.78,-0.0,-0.0,-0.0
2825,3.86,12.41,67.93,8.49,0.0,5.17,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,3.89,26.9,0.0,64.28,6.55,-0.0,0.0,22.34,79.5,0.0,49.55,6684.12,15.53,15.53,15.53
2826,3.97,12.39,65.75,1.03,0.0,5.3,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,8.1,26.9,0.0,62.34,3.29,0.0,0.0,22.34,85.39,-0.0,45.46,6706.46,15.53,15.53,15.53
2827,3.98,12.34,63.19,0.0,0.0,5.43,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,-0.0,10.31,26.9,0.0,64.34,0.0,0.0,0.0,22.34,88.35,-0.0,36.93,6728.8,15.53,15.53,15.53
2828,3.88,11.87,59.3,0.0,0.0,5.51,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,14.78,0.0,65.81,0.0,0.0,0.0,10.21,88.35,0.0,26.08,6751.13,15.53,15.53,15.53
2829,3.62,10.84,54.76,0.0,0.0,5.63,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,11.5,0.0,64.47,0.0,0.0,0.0,6.93,88.35,0.0,26.08,6761.34,15.53,15.53,15.53
2830,3.4,9.64,50.6,0.0,0.0,5.49,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,9.62,0.0,61.27,0.0,0.0,0.0,5.05,88.35,0.0,26.08,6768.28,15.53,15.53,15.53
2831,3.26,8.53,47.04,0.0,0.0,5.49,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,6.98,0.0,59.98,0.0,0.0,0.0,2.41,88.35,0.0,26.08,6773.33,15.53,15.53,15.53
2832,3.12,7.57,43.01,0.0,0.0,5.45,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,12.39,15.7,0.0,55.56,0.0,0.0,0.0,11.13,88.35,-0.0,26.08,6775.74,15.53,15.53,15.53
2833,2.96,6.89,40.18,0.0,0.0,5.28,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,-0.0,0.0,6.96,0.0,50.98,0.0,0.0,0.0,2.4,88.35,-0.0,13.04,6786.87,15.53,15.53,15.53
2834,2.78,6.66,38.4,0.0,0.0,5.13,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,-0.0,0.0,9.45,0.0,45.33,0.0,0.0,0.0,4.88,88.35,0.0,13.04,6789.27,15.53,15.53,15.53
2835,2.63,6.73,37.23,0.0,0.0,5.06,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,12.39,19.46,0.0,43.05,0.0,0.0,0.0,14.9,88.35,0.0,13.04,6794.15,15.53,15.53,15.53
2836,2.41,6.46,35.17,0.0,0.0,5.05,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,9.13,0.0,41.88,0.0,0.0,0.0,4.57,88.35,0.0,0.0,6809.05,15.53,15.53,15.53
2837,2.19,6.03,33.48,2.19,0.0,5.09,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,9.14,0.0,41.75,0.0,0.0,0.0,4.58,88.35,0.0,0.0,6813.61,15.53,15.53,15.53
2838,1.97,5.43,34.76,13.7,0.0,5.12,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,18.62,0.0,41.12,0.0,0.0,0.0,14.05,88.35,0.0,0.0,6818.19,15.53,15.53,15.53
2839,1.83,5.11,36.41,32.51,0.0,5.16,0.0,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,26.9,0.0,42.26,6.55,0.0,0.0,22.34,88.35,0.0,0.0,6832.24,10.0,10.0,10.0
2840,1.84,5.06,37.6,50.11,0.0,5.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,45.87,6.55,0.0,0.0,22.34,94.25,0.0,0.0,6854.58,-0.0,-0.0,-0.0
2841,1.87,5.09,38.72,63.03,0.0,5.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,49.01,6.55,0.0,5.51,22.34,100.14,0.0,0.0,6876.91,-0.0,-0.0,-0.0
2842,1.89,4.95,39.88,70.75,0.0,5.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,52.16,6.55,0.0,12.39,22.34,106.03,0.0,4.96,6899.25,-0.0,-0.0,-0.0
2843,1.92,4.75,41.26,73.59,0.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,56.01,6.55,0.0,12.39,22.34,111.93,0.0,16.1,6921.59,-0.0,-0.0,-0.0
2844,2.03,4.58,42.34,72.16,0.0,5.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,61.71,6.55,0.0,12.39,22.34,117.82,0.0,27.25,6943.93,-0.0,-0.0,-0.0
2845,2.23,4.48,42.52,66.84,0.0,5.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,64.49,6.55,0.0,12.39,22.34,123.71,0.0,38.4,6966.27,-0.0,-0.0,-0.0
2846,2.52,4.41,41.93,57.16,0.0,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.37,26.9,0.0,66.77,6.55,0.0,12.13,22.34,129.61,0.0,49.55,6988.6,-0.01,-0.01,-0.01
2847,2.8,4.4,40.5,43.47,0.0,4.94,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,25.52,0.0,67.04,0.0,0.0,0.0,20.96,135.5,0.0,49.55,7010.94,15.53,15.53,15.53
2848,3.0,4.36,37.51,26.39,0.0,4.78,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,11.76,0.0,65.31,0.0,0.0,0.0,7.2,135.5,0.0,49.55,7031.9,15.53,15.53,15.53
2849,3.11,4.19,31.92,9.33,0.0,4.89,0.0,0.0,0.0,0.0,0.0,4.96,0.0,3.83,0.0,0.0,0.0,4.57,62.22,0.0,0.0,0.0,0.0,135.5,0.0,49.55,7039.09,19.18,19.18,19.18
2850,3.18,4.02,27.83,1.04,0.0,4.87,0.0,0.0,0.0,0.0,0.0,4.96,6.87,7.2,0.0,0.0,0.0,16.62,59.97,0.0,0.0,0.0,0.0,131.24,0.0,49.55,7034.53,40.55,40.55,40.55
2851,3.3,3.95,27.25,0.0,0.0,5.27,0.0,0.0,0.0,0.0,0.0,4.96,10.63,7.2,0.0,0.0,0.0,23.22,62.56,0.0,0.0,0.0,0.0,123.24,0.0,49.55,7017.91,40.55,40.55,40.55
2852,3.34,4.01,25.02,0.0,0.0,5.31,0.0,0.0,0.0,0.0,0.0,4.96,2.6,7.2,0.0,12.39,0.0,9.13,64.84,0.0,0.0,0.0,0.0,115.24,0.0,49.55,6994.69,40.55,40.55,40.55
2853,3.19,4.38,22.18,0.0,0.0,5.18,5.53,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,11.12,0.0,4.57,63.73,0.0,0.0,0.0,0.0,107.24,0.0,36.51,6985.56,40.55,40.55,40.55
2854,2.9,5.17,20.22,0.0,0.0,5.27,0.0,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,2.92,0.0,24.57,60.03,0.0,0.0,0.0,0.0,99.24,0.0,24.81,6980.99,40.55,40.55,40.55
2855,2.6,6.22,20.04,0.0,0.0,5.22,0.0,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,11.72,0.0,4.57,57.96,0.0,0.0,0.0,0.0,91.24,0.0,21.74,6956.43,40.55,40.55,40.55
2856,2.34,7.21,21.26,0.0,0.0,5.18,0.0,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,8.93,0.0,4.57,57.09,0.0,0.0,0.0,0.0,83.24,0.0,9.4,6951.86,40.55,40.55,40.55
2857,2.11,7.76,22.97,0.0,0.0,4.97,0.0,0.0,0.0,0.0,0.0,4.96,2.21,7.2,0.0,0.0,0.0,8.44,52.19,0.0,0.0,0.0,0.0,75.24,0.0,0.0,6947.29,40.55,40.55,40.55
2858,1.9,7.72,23.99,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,4.96,0.0,3.02,0.0,0.0,0.0,4.57,46.25,0.0,0.0,0.0,0.0,67.24,0.0,0.0,6938.85,19.18,19.18,19.18
